loss,accuracy,val_loss,val_accuracy,lr,epoch
3.2982451915740967,0.046875,3.0236144065856934,0.04772727191448212,1e-04,1
3.2394356727600098,0.05568181723356247,3.0472874641418457,0.05000000074505806,1e-04,2
3.1790778636932373,0.05426136404275894,3.0659313201904297,0.08181817829608917,1e-04,3
3.1568779945373535,0.05624999850988388,3.1060469150543213,0.040909089148044586,1e-04,4
3.0964391231536865,0.07017045468091965,3.139402389526367,0.05000000074505806,1e-04,5
3.079240322113037,0.07471591234207153,3.143450975418091,0.052272725850343704,1e-04,6
3.0274930000305176,0.08806817978620529,3.1393043994903564,0.04772727191448212,1e-04,7
2.9715664386749268,0.09829545766115189,3.115694999694824,0.06363636255264282,1e-04,8
2.924529790878296,0.11761363595724106,3.0920236110687256,0.05681818351149559,1e-04,9
2.882474422454834,0.12414772808551788,3.0606377124786377,0.08409091085195541,1e-04,10
2.8597629070281982,0.1349431872367859,2.9973647594451904,0.0886363610625267,1e-04,11
2.798204183578491,0.15255682170391083,2.8963098526000977,0.10681818425655365,1e-04,12
2.786285161972046,0.15426136553287506,2.788290023803711,0.17954544723033905,1e-04,13
2.7513625621795654,0.16931818425655365,2.720268487930298,0.1977272778749466,1e-04,14
2.686830997467041,0.18579545617103577,2.639557123184204,0.2136363685131073,1e-04,15
2.633955240249634,0.20454545319080353,2.5911812782287598,0.2181818187236786,1e-04,16
2.614983558654785,0.2082386314868927,2.5765771865844727,0.21136364340782166,1e-04,17
2.5995004177093506,0.21534091234207153,2.5367631912231445,0.2340909093618393,1e-04,18
2.5601449012756348,0.22755682468414307,2.492882013320923,0.2750000059604645,1e-04,19
2.5254199504852295,0.24176135659217834,2.5207178592681885,0.24090908467769623,1e-04,20
2.4937117099761963,0.25795453786849976,2.430135726928711,0.2863636314868927,1e-04,21
2.4441590309143066,0.2855113744735718,2.4226908683776855,0.3113636374473572,1e-04,22
2.4189553260803223,0.2917613685131073,2.3748459815979004,0.3227272629737854,1e-04,23
2.355738401412964,0.32443180680274963,2.326620578765869,0.37272727489471436,1e-04,24
2.337216854095459,0.3346590995788574,2.271397352218628,0.3954545557498932,1e-04,25
2.29978084564209,0.3446022868156433,2.24971866607666,0.4545454680919647,1e-04,26
2.2573659420013428,0.37784090638160706,2.2198939323425293,0.415909081697464,1e-04,27
2.2203259468078613,0.3852272629737854,2.1853978633880615,0.4431818127632141,1e-04,28
2.1892871856689453,0.40454545617103577,2.166639566421509,0.43409091234207153,1e-04,29
2.1572937965393066,0.41988635063171387,2.105116605758667,0.48181816935539246,1e-04,30
2.097994804382324,0.4522727131843567,2.0634396076202393,0.5090909004211426,1e-04,31
2.067420244216919,0.46505680680274963,2.0680623054504395,0.4522727131843567,1e-04,32
2.0205235481262207,0.4838068187236786,1.991803765296936,0.543181836605072,1e-04,33
1.971289038658142,0.5065340995788574,1.9627337455749512,0.5318182110786438,1e-04,34
1.927941083908081,0.5443181991577148,1.9235336780548096,0.5454545617103577,1e-04,35
1.8906444311141968,0.5619317889213562,1.8815308809280396,0.6136363744735718,1e-04,36
1.8574981689453125,0.5775567889213562,1.8376351594924927,0.6477272510528564,1e-04,37
1.8183832168579102,0.5886363387107849,1.8027609586715698,0.6454545259475708,1e-04,38
1.7848337888717651,0.6105113625526428,1.7721221446990967,0.6727272868156433,1e-04,39
1.7210533618927002,0.6579545736312866,1.7264025211334229,0.7295454740524292,1e-04,40
1.680529236793518,0.6636363863945007,1.7061445713043213,0.7431818246841431,1e-04,41
1.622380256652832,0.6960227489471436,1.690769076347351,0.75,1e-04,42
1.5965018272399902,0.7113636136054993,1.6412184238433838,0.7840909361839294,1e-04,43
1.5381587743759155,0.7420454621315002,1.5984256267547607,0.7977272868156433,1e-04,44
1.5060385465621948,0.7562500238418579,1.581098198890686,0.793181836605072,1e-04,45
1.4497592449188232,0.7857954502105713,1.5309484004974365,0.7886363863945007,1e-04,46
1.4105361700057983,0.7960227131843567,1.4951579570770264,0.800000011920929,1e-04,47
1.3595478534698486,0.8071022629737854,1.4846888780593872,0.824999988079071,1e-04,48
1.3193506002426147,0.8366477489471436,1.4454880952835083,0.8409090638160706,1e-04,49
1.2785037755966187,0.8477272987365723,1.3977434635162354,0.8386363387107849,1e-04,50
1.245700478553772,0.8568181991577148,1.3887578248977661,0.8681818246841431,1e-04,51
1.1946946382522583,0.8801136612892151,1.3396756649017334,0.8909090757369995,1e-04,52
1.1592590808868408,0.8892045617103577,1.3220492601394653,0.8840909004211426,1e-04,53
1.1411092281341553,0.8974431753158569,1.3170301914215088,0.8909090757369995,1e-04,54
1.0880907773971558,0.9136363863945007,1.2791953086853027,0.8909090757369995,1e-04,55
1.059822678565979,0.9150568246841431,1.2517880201339722,0.9136363863945007,1e-04,56
1.0164000988006592,0.9306818246841431,1.2177150249481201,0.8977272510528564,1e-04,57
0.9882309436798096,0.9326704740524292,1.173028588294983,0.9022727012634277,1e-04,58
