accuracy,loss,learning_rate,epoch
0.0571182556450367,4.030882358551025,9.999999747378752e-05,1
0.06946039199829102,3.8478753566741943,9.999999747378752e-05,2
0.08668197691440582,3.67753005027771,9.999999747378752e-05,3
0.10476464033126831,3.498962163925171,9.999999747378752e-05,4
0.15097588300704956,3.2581253051757812,9.999999747378752e-05,5
0.17422503232955933,3.032768487930298,9.999999747378752e-05,6
0.21211251616477966,2.8468282222747803,9.999999747378752e-05,7
0.26549941301345825,2.5972447395324707,9.999999747378752e-05,8
0.27870264649391174,2.4752542972564697,9.999999747378752e-05,9
0.33495980501174927,2.3001601696014404,9.999999747378752e-05,10
0.34873709082603455,2.1755313873291016,9.999999747378752e-05,11
0.40068885684013367,1.9996447563171387,9.999999747378752e-05,12
0.43226176500320435,1.8671869039535522,9.999999747378752e-05,13
0.44862228631973267,1.7935118675231934,9.999999747378752e-05,14
0.47158437967300415,1.7181386947631836,9.999999747378752e-05,15
0.5066016316413879,1.5999529361724854,9.999999747378752e-05,16
0.5275545120239258,1.520890712738037,9.999999747378752e-05,17
0.5528128743171692,1.4435726404190063,9.999999747378752e-05,18
0.5714696049690247,1.3660352230072021,9.999999747378752e-05,19
0.5970149040222168,1.3129944801330566,9.999999747378752e-05,20
0.6265786290168762,1.2098567485809326,9.999999747378752e-05,21
0.6168197393417358,1.2012708187103271,9.999999747378752e-05,22
0.649827778339386,1.1249111890792847,9.999999747378752e-05,23
0.6653271913528442,1.064574956893921,9.999999747378752e-05,24
0.6773822903633118,1.0070438385009766,9.999999747378752e-05,25
0.6951779723167419,0.982843816280365,9.999999747378752e-05,26
0.7109643816947937,0.9185897707939148,9.999999747378752e-05,27
0.7284730076789856,0.8691797256469727,9.999999747378752e-05,28
0.7362227439880371,0.8415573835372925,9.999999747378752e-05,29
0.731056272983551,0.8420230746269226,9.999999747378752e-05,30
0.7494259476661682,0.7922835350036621,9.999999747378752e-05,31
0.7603329420089722,0.7645874619483948,9.999999747378752e-05,32
0.7700918316841125,0.7214072942733765,9.999999747378752e-05,33
0.7643513083457947,0.7290076017379761,9.999999747378752e-05,34
0.7821469306945801,0.6851622462272644,9.999999747378752e-05,35
0.8022388219833374,0.6537978649139404,9.999999747378752e-05,36
0.7919058799743652,0.6523256301879883,9.999999747378752e-05,37
0.8105625510215759,0.6284001469612122,9.999999747378752e-05,38
0.8097015023231506,0.6048125624656677,9.999999747378752e-05,39
0.8142939209938049,0.5835038423538208,9.999999747378752e-05,40
0.8246268630027771,0.5694707036018372,9.999999747378752e-05,41
0.8320895433425903,0.5519295334815979,9.999999747378752e-05,42
0.8297933340072632,0.5379882454872131,9.999999747378752e-05,43
0.8407003283500671,0.5134352445602417,9.999999747378752e-05,44
0.8473019599914551,0.5004411339759827,9.999999747378752e-05,45
0.842135488986969,0.5048118233680725,9.999999747378752e-05,46
0.8458667993545532,0.4913594126701355,9.999999747378752e-05,47
0.8590700626373291,0.45690885186195374,9.999999747378752e-05,48
0.8576349020004272,0.46343061327934265,9.999999747378752e-05,49
0.8613662719726562,0.43165770173072815,9.999999747378752e-05,50
0.861079216003418,0.43790432810783386,9.999999747378752e-05,51
0.8659586906433105,0.42265185713768005,9.999999747378752e-05,52
0.8633754253387451,0.4219950735569,9.999999747378752e-05,53
0.8665327429771423,0.4121217727661133,9.999999747378752e-05,54
0.8783007860183716,0.4058433175086975,9.999999747378752e-05,55
0.8768656849861145,0.39505934715270996,9.999999747378752e-05,56
0.8840413093566895,0.3795485198497772,9.999999747378752e-05,57
0.8863375186920166,0.3655340075492859,9.999999747378752e-05,58
0.8863375186920166,0.3607434928417206,9.999999747378752e-05,59
0.8814581036567688,0.3696056008338928,9.999999747378752e-05,60
0.8831802606582642,0.36232873797416687,9.999999747378752e-05,61
0.8966705203056335,0.33259525895118713,9.999999747378752e-05,62
0.8963834643363953,0.3416474461555481,9.999999747378752e-05,63
0.8946613073348999,0.33053910732269287,9.999999747378752e-05,64
0.8989667296409607,0.3232116103172302,9.999999747378752e-05,65
0.8992537260055542,0.3128417432308197,9.999999747378752e-05,66
0.9021239876747131,0.31611424684524536,9.999999747378752e-05,67
0.9058553576469421,0.3116276264190674,9.999999747378752e-05,68
0.9081515669822693,0.30481839179992676,9.999999747378752e-05,69
0.903559148311615,0.30520883202552795,9.999999747378752e-05,70
0.9055683016777039,0.29500266909599304,9.999999747378752e-05,71
0.915901243686676,0.27830272912979126,9.999999747378752e-05,72
0.9156142473220825,0.27446284890174866,9.999999747378752e-05,73
0.9127439856529236,0.2831820547580719,9.999999747378752e-05,74
0.9136050343513489,0.2726781666278839,9.999999747378752e-05,75
0.9110218286514282,0.282924622297287,9.999999747378752e-05,76
0.9121699333190918,0.2755036950111389,9.999999747378752e-05,77
0.9167623519897461,0.2770690321922302,9.999999747378752e-05,78
0.9173364043235779,0.26254358887672424,9.999999747378752e-05,79
0.9253731369972229,0.23947325348854065,9.999999747378752e-05,80
0.9210677146911621,0.24855047464370728,9.999999747378752e-05,81
0.9199196100234985,0.2525666058063507,9.999999747378752e-05,82
0.9256601333618164,0.23730038106441498,9.999999747378752e-05,83
0.9236509799957275,0.2335881143808365,9.999999747378752e-05,84
0.922502875328064,0.2396242469549179,9.999999747378752e-05,85
0.9247990846633911,0.24177537858486176,9.999999747378752e-05,86
0.9245120286941528,0.2327704131603241,9.999999747378752e-05,87
0.9397244453430176,0.2009800225496292,9.999999747378752e-05,88
0.9288174510002136,0.23320110142230988,9.999999747378752e-05,89
0.9308266639709473,0.23262661695480347,9.999999747378752e-05,90
0.9328358173370361,0.21276597678661346,9.999999747378752e-05,91
0.9400115013122559,0.20458614826202393,9.999999747378752e-05,92
0.9328358173370361,0.20661942660808563,9.999999747378752e-05,93
0.9302526116371155,0.21854345500469208,9.999999747378752e-05,94
0.9377152919769287,0.20269781351089478,9.999999747378752e-05,95
0.9362801313400269,0.21022693812847137,9.999999747378752e-05,96
0.9400115013122559,0.1931789517402649,9.999999747378752e-05,97
0.942307710647583,0.19250769913196564,9.999999747378752e-05,98
0.9382893443107605,0.19879934191703796,9.999999747378752e-05,99
0.9414466023445129,0.1937771439552307,9.999999747378752e-05,100
0.9500573873519897,0.17951223254203796,9.999999747378752e-05,101
0.9417336583137512,0.1882806122303009,9.999999747378752e-05,102
0.9451779723167419,0.17970336973667145,9.999999747378752e-05,103
0.9457520246505737,0.1740395575761795,9.999999747378752e-05,104
0.9514925479888916,0.17053869366645813,9.999999747378752e-05,105
0.9460390210151672,0.1775825172662735,9.999999747378752e-05,106
0.9425947070121765,0.18386846780776978,9.999999747378752e-05,107
0.9500573873519897,0.1630101352930069,9.999999747378752e-05,108
0.9523535966873169,0.16832546889781952,9.999999747378752e-05,109
0.9500573873519897,0.1652991622686386,9.999999747378752e-05,110
0.9535017013549805,0.1620156317949295,9.999999747378752e-05,111
0.9486222863197327,0.16380147635936737,9.999999747378752e-05,112
0.9529276490211487,0.15985776484012604,9.999999747378752e-05,113
0.9425947070121765,0.17393065989017487,9.999999747378752e-05,114
0.9549368619918823,0.15701669454574585,9.999999747378752e-05,115
0.957520067691803,0.14940138161182404,9.999999747378752e-05,116
0.9520666003227234,0.15851294994354248,9.999999747378752e-05,117
0.9526406526565552,0.15500898659229279,9.999999747378752e-05,118
0.9543628096580505,0.15257422626018524,9.999999747378752e-05,119
0.9517795443534851,0.1579757034778595,9.999999747378752e-05,120
0.9569460153579712,0.1422671526670456,9.999999747378752e-05,121
0.9560849666595459,0.14864730834960938,9.999999747378752e-05,122
0.958381175994873,0.14067992568016052,9.999999747378752e-05,123
0.9537887573242188,0.1467168927192688,9.999999747378752e-05,124
0.9595292806625366,0.14209584891796112,9.999999747378752e-05,125
0.9592422246932983,0.1335589736700058,9.999999747378752e-05,126
0.9540757536888123,0.14409494400024414,9.999999747378752e-05,127
0.9592422246932983,0.13702742755413055,9.999999747378752e-05,128
0.9618254899978638,0.13616198301315308,9.999999747378752e-05,129
0.958381175994873,0.1441788375377655,9.999999747378752e-05,130
