accuracy,loss,epoch
0.053409092128276825,3.9386682510375977,1
0.07244317978620529,3.8299641609191895,2
0.08153408765792847,3.685967206954956,3
0.10085227340459824,3.563340425491333,4
0.1301136314868927,3.322352409362793,5
0.17102272808551788,3.09249210357666,6
0.20482954382896423,2.8587749004364014,7
0.2696022689342499,2.567016363143921,8
0.31534090638160706,2.3300940990448,9
0.3607954680919647,2.122042179107666,10
0.42528408765792847,1.9357924461364746,11
0.4593749940395355,1.8279759883880615,12
0.4997158944606781,1.6818561553955078,13
0.5167613625526428,1.5844767093658447,14
0.5420454740524292,1.4827237129211426,15
0.5775567889213562,1.3984614610671997,16
0.5965909361839294,1.317918062210083,17
0.6150568127632141,1.2437371015548706,18
0.644318163394928,1.1604926586151123,19
0.653124988079071,1.1187680959701538,20
0.6713067889213562,1.069555401802063,21
0.6988636255264282,0.9921477437019348,22
0.7048295736312866,0.9606643915176392,23
0.7113636136054993,0.927950382232666,24
0.7244318127632141,0.8886808156967163,25
0.7411931753158569,0.8272847533226013,26
0.7457386255264282,0.8313997387886047,27
0.7613636255264282,0.7856612205505371,28
0.7573863863945007,0.7645993828773499,29
0.7838068008422852,0.7199277877807617,30
0.7880681753158569,0.6917057633399963,31
0.7928977012634277,0.6691937446594238,32
0.7883522510528564,0.6677919030189514,33
0.7948863506317139,0.6484607458114624,34
0.8125,0.6104555726051331,35
0.8204545378684998,0.5929706692695618,36
0.8190340995788574,0.5757502913475037,37
0.8261363506317139,0.5697800517082214,38
0.8292613625526428,0.5513961911201477,39
0.8340908885002136,0.5294259786605835,40
0.831818163394928,0.5284643173217773,41
0.8508522510528564,0.4866028428077698,42
0.8571022748947144,0.4807010591030121,43
0.8423295617103577,0.4747617840766907,44
0.856249988079071,0.46719977259635925,45
0.8514204621315002,0.46182289719581604,46
0.8585227131843567,0.4605875611305237,47
0.8616477251052856,0.4415247142314911,48
0.8639204502105713,0.43474408984184265,49
0.8656250238418579,0.4268193542957306,50
