loss,accuracy,val_loss,val_accuracy,lr,epoch
4.116262435913086,0.055194806307554245,3.046405792236328,0.05454545468091965,1e-04,1
4.166598796844482,0.04902597516775131,3.1379847526550293,0.05454545468091965,1e-04,2
4.125906467437744,0.051623377948999405,3.2643730640411377,0.05454545468091965,1e-04,3
4.169328212738037,0.048376623541116714,3.4473793506622314,0.05681818351149559,1e-04,4
4.190729141235352,0.05064935237169266,3.6561622619628906,0.052272725850343704,1e-04,5
4.166086673736572,0.0542207807302475,3.8103411197662354,0.0625,1e-04,6
4.141696929931641,0.04707792028784752,3.8175456523895264,0.059090908616781235,1e-04,7
4.120041847229004,0.055194806307554245,3.7574377059936523,0.059090908616781235,1e-04,8
4.1866960525512695,0.045129869133234024,3.681891441345215,0.05568181723356247,1e-04,9
4.1495561599731445,0.05000000074505806,3.65797758102417,0.046590909361839294,1e-04,10
4.146755695343018,0.04902597516775131,3.6284213066101074,0.052272725850343704,1e-04,11
4.198639869689941,0.0529220774769783,3.6551930904388428,0.046590909361839294,1e-04,12
4.1567606925964355,0.05032467469573021,3.647651433944702,0.052272725850343704,1e-04,13
4.149713039398193,0.05129870027303696,3.601484537124634,0.06136363744735718,1e-04,14
4.187427997589111,0.0542207807302475,3.5426025390625,0.06477272510528564,1e-04,15
4.2183709144592285,0.041233766824007034,3.499444007873535,0.06818182021379471,1e-04,16
4.197362422943115,0.04545454680919647,3.4629640579223633,0.06818182021379471,1e-04,17
4.161703586578369,0.05000000074505806,3.4559268951416016,0.06704545766115189,1e-04,18
4.1840057373046875,0.04415584355592728,3.4543848037719727,0.0625,1e-04,19
4.181938171386719,0.05064935237169266,3.4527840614318848,0.06363636255264282,1e-04,20
4.13964319229126,0.04967532306909561,3.4494848251342773,0.06022727116942406,1e-04,21
4.222872734069824,0.04415584355592728,3.448646068572998,0.06022727116942406,1e-04,22
4.165043354034424,0.05129870027303696,3.4386942386627197,0.05795454606413841,1e-04,23
4.1060709953308105,0.05649350583553314,3.4389383792877197,0.05795454606413841,1e-04,24
4.130249977111816,0.05649350583553314,3.441850185394287,0.059090908616781235,1e-04,25
4.182681083679199,0.051623377948999405,3.4441988468170166,0.06022727116942406,1e-04,26
4.170797348022461,0.051948051899671555,3.4454288482666016,0.059090908616781235,1e-04,27
4.186257839202881,0.048701297491788864,3.452167510986328,0.059090908616781235,1e-04,28
4.221045970916748,0.05746753141283989,3.4444572925567627,0.05795454606413841,1e-04,29
4.133990287780762,0.04902597516775131,3.446688175201416,0.059090908616781235,1e-04,30
