accuracy,loss,val_accuracy,val_loss,learning_rate,epoch
0.05389610305428505,3.2387290000915527,0.04545454680919647,3.0301764011383057,9.999999747378752e-05,1
0.055519480258226395,3.2121896743774414,0.05681818351149559,3.0646584033966064,9.999999747378752e-05,2
0.05389610305428505,3.1951990127563477,0.04431818053126335,3.0876214504241943,9.999999747378752e-05,3
0.05779220908880234,3.186861991882324,0.04545454680919647,3.1040737628936768,9.999999747378752e-05,4
0.05649350583553314,3.1586365699768066,0.04318181797862053,3.1179332733154297,9.999999747378752e-05,5
0.06623376905918121,3.165989398956299,0.04431818053126335,3.1370763778686523,9.999999747378752e-05,6
0.06006493419408798,3.1396658420562744,0.03750000149011612,3.1403024196624756,9.999999747378752e-05,7
0.06818182021379471,3.1079843044281006,0.04204545542597771,3.1358165740966797,9.999999747378752e-05,8
0.06103895977139473,3.113515853881836,0.046590909361839294,3.1408891677856445,9.999999747378752e-05,9
0.06590908765792847,3.106379985809326,0.039772726595401764,3.118055582046509,9.999999747378752e-05,10
0.06883116811513901,3.0774638652801514,0.04772727191448212,3.123422861099243,9.999999747378752e-05,11
0.07175324857234955,3.049294948577881,0.05681818351149559,3.1059322357177734,9.999999747378752e-05,12
0.07792207598686218,3.053480386734009,0.05568181723356247,3.0663819313049316,9.999999747378752e-05,13
0.08409091085195541,3.0340893268585205,0.072727270424366,3.028163194656372,9.999999747378752e-05,14
0.08409091085195541,3.0407309532165527,0.06704545766115189,3.0517828464508057,9.999999747378752e-05,15
0.07662338018417358,3.042046308517456,0.06363636255264282,3.0119411945343018,9.999999747378752e-05,16
0.08506493270397186,3.0014381408691406,0.07727272808551788,3.018425226211548,9.999999747378752e-05,17
0.08311688154935837,3.0184266567230225,0.06931818276643753,2.996472120285034,9.999999747378752e-05,18
0.08279220759868622,3.0052106380462646,0.09545454382896423,3.0011091232299805,9.999999747378752e-05,19
0.09480519592761993,2.986534595489502,0.08068181574344635,2.98648738861084,9.999999747378752e-05,20
0.09675324708223343,2.9896440505981445,0.08068181574344635,2.980072498321533,9.999999747378752e-05,21
0.0905844122171402,2.981001853942871,0.08409091085195541,2.9781792163848877,9.999999747378752e-05,22
0.09025973826646805,2.9914798736572266,0.08181817829608917,2.974518299102783,9.999999747378752e-05,23
0.09870129823684692,2.9632222652435303,0.09431818127632141,2.95576810836792,9.999999747378752e-05,24
0.09837662428617477,2.953636407852173,0.09090909361839294,2.950685977935791,9.999999747378752e-05,25
0.09935064613819122,2.94736909866333,0.10000000149011612,2.9448516368865967,9.999999747378752e-05,26
0.10746753215789795,2.936319589614868,0.11022727191448212,2.944826126098633,9.999999747378752e-05,27
0.1071428582072258,2.9335947036743164,0.11931817978620529,2.933919906616211,9.999999747378752e-05,28
0.10746753215789795,2.90474796295166,0.11704545468091965,2.9200494289398193,9.999999747378752e-05,29
0.11168830841779709,2.8978147506713867,0.125,2.898314952850342,9.999999747378752e-05,30
0.11331168562173843,2.902657985687256,0.12045454233884811,2.9048240184783936,9.999999747378752e-05,31
0.11720779538154602,2.9037721157073975,0.13181817531585693,2.8954432010650635,9.999999747378752e-05,32
0.11590909212827682,2.872539520263672,0.125,2.8995532989501953,9.999999747378752e-05,33
0.13344155251979828,2.8571314811706543,0.1511363685131073,2.8719482421875,9.999999747378752e-05,34
0.13051947951316833,2.8659820556640625,0.12159091234207153,2.907355308532715,9.999999747378752e-05,35
0.13441558182239532,2.84686541557312,0.1306818127632141,2.8770153522491455,9.999999747378752e-05,36
0.1402597427368164,2.8209757804870605,0.13863636553287506,2.866525650024414,9.999999747378752e-05,37
0.14188311994075775,2.8066630363464355,0.12727272510528564,2.860015392303467,9.999999747378752e-05,38
0.14967532455921173,2.795682430267334,0.1352272778749466,2.847654104232788,9.999999747378752e-05,39
0.15584415197372437,2.7824292182922363,0.14886364340782166,2.839655637741089,9.999999747378752e-05,40
0.16850648820400238,2.759495258331299,0.15000000596046448,2.8016884326934814,9.999999747378752e-05,41
0.16623376309871674,2.747833728790283,0.14772726595401764,2.819704294204712,9.999999747378752e-05,42
0.17759740352630615,2.744415760040283,0.15227273106575012,2.8289010524749756,9.999999747378752e-05,43
0.19090908765792847,2.715975284576416,0.15795454382896423,2.787660598754883,9.999999747378752e-05,44
0.1798701286315918,2.717587947845459,0.15909090638160706,2.795097589492798,9.999999747378752e-05,45
0.18636363744735718,2.7028892040252686,0.16477273404598236,2.770909547805786,9.999999747378752e-05,46
0.20551948249340057,2.668980121612549,0.1568181812763214,2.752220630645752,9.999999747378752e-05,47
0.1931818127632141,2.6645989418029785,0.1772727221250534,2.743044137954712,9.999999747378752e-05,48
0.20714285969734192,2.635676622390747,0.1829545497894287,2.7527315616607666,9.999999747378752e-05,49
0.21136364340782166,2.6174163818359375,0.16931818425655365,2.750844717025757,9.999999747378752e-05,50
0.2175324708223343,2.615520477294922,0.19886364042758942,2.7072272300720215,9.999999747378752e-05,51
0.23051947355270386,2.591695785522461,0.19090908765792847,2.7098069190979004,9.999999747378752e-05,52
0.2360389679670334,2.589604139328003,0.1931818127632141,2.7074086666107178,9.999999747378752e-05,53
0.23506493866443634,2.5679750442504883,0.19545455276966095,2.6889030933380127,9.999999747378752e-05,54
0.22662337124347687,2.5669138431549072,0.19431817531585693,2.6861791610717773,9.999999747378752e-05,55
0.24285714328289032,2.54888916015625,0.2193181812763214,2.6719536781311035,9.999999747378752e-05,56
0.25,2.5194060802459717,0.1875,2.6691012382507324,9.999999747378752e-05,57
0.24707792699337006,2.514641284942627,0.2136363685131073,2.662318229675293,9.999999747378752e-05,58
0.257792204618454,2.5062599182128906,0.2034090906381607,2.6716737747192383,9.999999747378752e-05,59
0.2750000059604645,2.487391710281372,0.20454545319080353,2.6422696113586426,9.999999747378752e-05,60
0.27142858505249023,2.464627265930176,0.2340909093618393,2.637521266937256,9.999999747378752e-05,61
0.2990259826183319,2.414202928543091,0.2238636314868927,2.6273529529571533,9.999999747378752e-05,62
0.28993505239486694,2.4213521480560303,0.20909090340137482,2.646616220474243,9.999999747378752e-05,63
0.30649352073669434,2.3819518089294434,0.23068182170391083,2.619255542755127,9.999999747378752e-05,64
0.31655845046043396,2.382233142852783,0.2454545497894287,2.5869057178497314,9.999999747378752e-05,65
0.33246752619743347,2.355977773666382,0.2193181812763214,2.6130828857421875,9.999999747378752e-05,66
0.3048701286315918,2.3685965538024902,0.24318182468414307,2.5736865997314453,9.999999747378752e-05,67
0.3107142746448517,2.355374813079834,0.2590909004211426,2.5567915439605713,9.999999747378752e-05,68
0.3334415555000305,2.3170504570007324,0.2340909093618393,2.564490795135498,9.999999747378752e-05,69
0.33311688899993896,2.2906494140625,0.23181818425655365,2.5586042404174805,9.999999747378752e-05,70
0.35746753215789795,2.265590190887451,0.2670454680919647,2.5422799587249756,9.999999747378752e-05,71
0.3834415674209595,2.233258008956909,0.25,2.5268144607543945,9.999999747378752e-05,72
0.3704545497894287,2.2259414196014404,0.2613636255264282,2.5376791954040527,9.999999747378752e-05,73
0.38863635063171387,2.209934949874878,0.2818181812763214,2.505605459213257,9.999999747378752e-05,74
0.38603895902633667,2.1918649673461914,0.2647727131843567,2.5132815837860107,9.999999747378752e-05,75
0.40779221057891846,2.1639161109924316,0.2545454502105713,2.5149176120758057,9.999999747378752e-05,76
0.4000000059604645,2.1669535636901855,0.2511363625526428,2.517273187637329,9.999999747378752e-05,77
0.39253246784210205,2.1546714305877686,0.28295454382896423,2.4734749794006348,9.999999747378752e-05,78
0.4305194914340973,2.1164755821228027,0.28295454382896423,2.461923599243164,9.999999747378752e-05,79
0.4399350583553314,2.0994012355804443,0.26249998807907104,2.467089891433716,9.999999747378752e-05,80
0.4399350583553314,2.084932804107666,0.26363635063171387,2.4646151065826416,9.999999747378752e-05,81
0.46688312292099,2.046722888946533,0.28863635659217834,2.4572718143463135,9.999999747378752e-05,82
